"Domain"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"SubSpecie"	"Specie"	"taxRank"	"taxID"	"Max"	"A54.cladeReads"	"A55.cladeReads"	"A56.cladeReads"	"A57.cladeReads"	"A58.cladeReads"	"A59.cladeReads"	"A60.cladeReads"	"A61.cladeReads"	"A62.cladeReads"	"A63.cladeReads"
"Viruses"	"dsDNA viruses, no RNA stage"	"Adenoviridae"	"Mastadenovirus"	NA	NA	NA	NA	"Human mastadenovirus B"	"S"	108098	1795	1	NA	1	NA	NA	NA	NA	NA	1795	NA
"Viruses"	"dsDNA viruses, no RNA stage"	NA	NA	NA	NA	NA	NA	"Ligamenvirales"	"O"	1511857	81	4	NA	NA	1	81	NA	NA	NA	1	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Ligamenvirales"	NA	NA	NA	NA	NA	"Rudiviridae"	"F"	157897	81	4	NA	NA	1	81	NA	NA	NA	1	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Ligamenvirales"	"Rudiviridae"	NA	NA	NA	NA	"Rudivirus"	"G"	187213	81	3	NA	NA	1	81	NA	NA	NA	1	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Ligamenvirales"	"Rudiviridae"	"Rudivirus"	NA	NA	NA	"unclassified Rudivirus"	"-"	351054	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Ligamenvirales"	"Rudiviridae"	"Rudivirus"	"unclassified Rudivirus"	NA	NA	"Sulfolobales Mexican rudivirus 1"	"S"	1245909	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Ligamenvirales"	"Rudiviridae"	NA	NA	NA	NA	"unclassified Rudiviridae"	"-"	1895332	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	NA	NA	NA	NA	NA	NA	"Marseilleviridae"	"F"	944644	29	3	4	NA	1	29	3	NA	4	1	1
"Viruses"	"dsDNA viruses, no RNA stage"	"Marseilleviridae"	NA	NA	NA	NA	NA	"unclassified Marseilleviridae"	"-"	1513461	28	2	4	NA	NA	28	3	NA	4	1	1
"Viruses"	"dsDNA viruses, no RNA stage"	"Marseilleviridae"	"unclassified Marseilleviridae"	NA	NA	NA	NA	"Noumeavirus"	"S"	1955558	25	2	NA	NA	NA	25	3	NA	NA	1	1
"Viruses"	"dsDNA viruses, no RNA stage"	"Marseilleviridae"	NA	NA	NA	NA	NA	"Marseillevirus"	"G"	1513458	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Marseilleviridae"	"Marseillevirus"	NA	NA	NA	NA	"unclassified Marseillevirus"	"-"	1813598	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Marseilleviridae"	"Marseillevirus"	"unclassified Marseillevirus"	NA	NA	NA	"Brazilian marseillevirus"	"S"	1813599	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	NA	NA	NA	NA	NA	NA	"Bicaudaviridae"	"F"	423358	2	2	NA	NA	NA	NA	NA	NA	2	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Bicaudaviridae"	NA	NA	NA	NA	NA	"unclassified Bicaudaviridae"	"-"	1123963	2	2	NA	NA	NA	NA	NA	NA	2	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Bicaudaviridae"	"unclassified Bicaudaviridae"	NA	NA	NA	NA	"Acidianus tailed spindle virus"	"S"	1797140	2	2	NA	NA	NA	NA	NA	NA	2	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	NA	NA	NA	NA	NA	NA	"unclassified archaeal dsDNA viruses"	"-"	2136008	4	1	4	1	1	2	NA	NA	NA	1	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"unclassified archaeal dsDNA viruses"	NA	NA	NA	NA	NA	"Haloviruses"	"-"	128706	2	1	2	1	NA	1	NA	NA	NA	1	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"unclassified archaeal dsDNA viruses"	"Haloviruses"	NA	NA	NA	NA	"Halovirus HCTV-2"	"S"	1273747	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	NA	NA	NA	NA	NA	NA	"Nudiviridae"	"F"	1511852	22	1	1	NA	NA	22	NA	NA	NA	1	3
"Viruses"	"dsDNA viruses, no RNA stage"	"Nudiviridae"	NA	NA	NA	NA	NA	"unclassified Nudiviridae"	"-"	1110703	17	1	1	NA	NA	17	NA	NA	NA	1	2
"Viruses"	"dsDNA viruses, no RNA stage"	"Nudiviridae"	"unclassified Nudiviridae"	NA	NA	NA	NA	"Tipula oleracea nudivirus"	"S"	1546257	1	1	NA	NA	NA	NA	NA	NA	NA	1	1
"Viruses"	"dsDNA viruses, no RNA stage"	NA	NA	NA	NA	NA	NA	"Papillomaviridae"	"F"	151340	1	1	NA	NA	1	NA	NA	NA	NA	NA	1
"Viruses"	"dsDNA viruses, no RNA stage"	"Papillomaviridae"	NA	NA	NA	NA	NA	"Firstpapillomavirinae"	"-"	2169595	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1
"Viruses"	"dsDNA viruses, no RNA stage"	"Papillomaviridae"	"Firstpapillomavirinae"	NA	NA	NA	NA	"Gammapapillomavirus"	"G"	325455	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1
"Viruses"	"dsDNA viruses, no RNA stage"	"Papillomaviridae"	"Firstpapillomavirinae"	"Gammapapillomavirus"	NA	NA	NA	"Gammapapillomavirus 13"	"S"	1513258	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	NA	NA	NA	NA	NA	NA	"Sphaerolipoviridae"	"F"	1714267	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Sphaerolipoviridae"	NA	NA	NA	NA	NA	"Gammasphaerolipovirus"	"G"	1714270	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Sphaerolipoviridae"	"Gammasphaerolipovirus"	NA	NA	NA	NA	"Thermus virus P23-77"	"S"	1714272	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	NA	NA	NA	NA	NA	NA	NA	"unclassified bacterial viruses"	"-"	12333	487	487	3	2	NA	41	3	1	NA	14	NA
"Viruses"	"unclassified bacterial viruses"	NA	NA	NA	NA	NA	NA	"crAss-like viruses"	"-"	1978007	486	486	3	2	NA	41	3	1	NA	14	NA
"Viruses"	"unclassified bacterial viruses"	"crAss-like viruses"	NA	NA	NA	NA	NA	"environmental samples"	"-"	2315857	481	481	3	2	NA	41	NA	1	NA	NA	NA
"Viruses"	"unclassified bacterial viruses"	"crAss-like viruses"	"environmental samples"	NA	NA	NA	NA	"uncultured crAssphage"	"S"	1211417	481	481	3	2	NA	41	NA	1	NA	NA	NA
"Viruses"	"unclassified bacterial viruses"	NA	NA	NA	NA	NA	NA	"Mycoplasma phage phiMFV1"	"S"	280702	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	NA	NA	NA	NA	NA	NA	NA	"ssDNA viruses"	"-"	29258	281	109	7	NA	1	76	281	2	12	12	9
"Viruses"	"ssDNA viruses"	NA	NA	NA	NA	NA	NA	"Circoviridae"	"F"	39724	104	104	NA	NA	NA	NA	NA	NA	NA	3	1
"Viruses"	"ssDNA viruses"	"Circoviridae"	NA	NA	NA	NA	NA	"unclassified Circoviridae"	"-"	642248	104	104	NA	NA	NA	NA	NA	NA	NA	3	1
"Viruses"	"ssDNA viruses"	"Circoviridae"	"unclassified Circoviridae"	NA	NA	NA	NA	"Human fecal virus Jorvi2"	"S"	2017081	104	104	NA	NA	NA	NA	NA	NA	NA	NA	1
"Viruses"	"ssDNA viruses"	NA	NA	NA	NA	NA	NA	"Microviridae"	"F"	10841	279	2	NA	NA	NA	NA	279	NA	8	8	NA
"Viruses"	"ssDNA viruses"	"Microviridae"	NA	NA	NA	NA	NA	"unclassified Microviridae"	"-"	117574	279	2	NA	NA	NA	NA	279	NA	8	8	NA
"Viruses"	"ssDNA viruses"	"Microviridae"	"unclassified Microviridae"	NA	NA	NA	NA	"Parabacteroides phage YZ-2015b"	"S"	1655645	193	2	NA	NA	NA	NA	193	NA	NA	8	NA
"Viruses"	"ssDNA viruses"	NA	NA	NA	NA	NA	NA	"Bidnaviridae"	"F"	1285587	1	1	1	NA	NA	NA	NA	NA	1	NA	NA
"Viruses"	"ssDNA viruses"	"Bidnaviridae"	NA	NA	NA	NA	NA	"Bidensovirus"	"G"	1285588	1	1	1	NA	NA	NA	NA	NA	1	NA	NA
"Viruses"	"ssDNA viruses"	"Bidnaviridae"	"Bidensovirus"	NA	NA	NA	NA	"Bombyx mori bidensovirus"	"S"	1285589	1	1	1	NA	NA	NA	NA	NA	1	NA	NA
"Viruses"	"ssDNA viruses"	NA	NA	NA	NA	NA	NA	"Inoviridae"	"F"	10860	6	1	NA	NA	NA	1	1	NA	3	1	6
"Viruses"	"ssDNA viruses"	"Inoviridae"	NA	NA	NA	NA	NA	"Habenivirus"	"G"	1977141	5	1	NA	NA	NA	NA	NA	NA	NA	NA	5
"Viruses"	"ssDNA viruses"	"Inoviridae"	"Habenivirus"	NA	NA	NA	NA	"Ralstonia virus RS603"	"S"	1977299	5	1	NA	NA	NA	NA	NA	NA	NA	NA	5
"Viruses"	"ssDNA viruses"	NA	NA	NA	NA	NA	NA	"Geminiviridae"	"F"	10811	37	1	2	NA	NA	37	NA	2	NA	NA	NA
"Viruses"	"ssDNA viruses"	"Geminiviridae"	NA	NA	NA	NA	NA	"Begomovirus"	"G"	10814	37	1	2	NA	NA	37	NA	2	NA	NA	NA
"Viruses"	"ssDNA viruses"	"Geminiviridae"	"Begomovirus"	NA	NA	NA	NA	"Soybean crinkle leaf virus"	"S"	85753	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	NA	NA	NA	NA	NA	NA	NA	"ssRNA viruses"	"-"	439488	5315	31	5315	14	13	35	629	19	25	612	806
"Viruses"	"ssRNA viruses"	NA	NA	NA	NA	NA	NA	"ssRNA positive-strand viruses, no DNA stage"	"-"	35278	611	22	28	2	6	14	3	16	22	611	261
"Viruses"	"ssRNA viruses"	"ssRNA positive-strand viruses, no DNA stage"	NA	NA	NA	NA	NA	"Nidovirales"	"O"	76804	20	12	13	NA	3	1	1	NA	1	NA	20
"Viruses"	"ssRNA viruses"	"ssRNA positive-strand viruses, no DNA stage"	"Nidovirales"	NA	NA	NA	NA	"Coronaviridae"	"F"	11118	20	12	13	NA	3	1	NA	NA	NA	NA	20
"Viruses"	"ssRNA viruses"	"ssRNA positive-strand viruses, no DNA stage"	"Nidovirales"	"Coronaviridae"	NA	NA	NA	"Torovirinae"	"-"	694017	12	12	4	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"ssRNA viruses"	"ssRNA positive-strand viruses, no DNA stage"	"Nidovirales"	"Coronaviridae"	"Torovirinae"	NA	NA	"Ball python nidovirus 1"	"S"	1986118	12	12	4	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"ssRNA viruses"	"ssRNA positive-strand viruses, no DNA stage"	NA	NA	NA	NA	NA	"Flaviviridae"	"F"	11050	4	3	NA	NA	NA	4	1	NA	NA	1	NA
"Viruses"	"ssRNA viruses"	"ssRNA positive-strand viruses, no DNA stage"	"Flaviviridae"	NA	NA	NA	NA	"unclassified Flaviviridae"	"-"	38144	4	3	NA	NA	NA	4	NA	NA	NA	NA	NA
"Viruses"	"ssRNA viruses"	"ssRNA positive-strand viruses, no DNA stage"	"Flaviviridae"	"unclassified Flaviviridae"	NA	NA	NA	"Lammi virus"	"S"	649187	4	3	NA	NA	NA	4	NA	NA	NA	NA	NA
"Viruses"	"ssRNA viruses"	"ssRNA positive-strand viruses, no DNA stage"	NA	NA	NA	NA	NA	"unclassified ssRNA positive-strand viruses"	"-"	38173	2	2	NA	NA	NA	1	NA	1	NA	NA	NA
"Viruses"	"ssRNA viruses"	"ssRNA positive-strand viruses, no DNA stage"	"unclassified ssRNA positive-strand viruses"	NA	NA	NA	NA	"Drosophila immigrans Nora virus"	"S"	1500866	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA
"Viruses"	"ssRNA viruses"	"ssRNA positive-strand viruses, no DNA stage"	NA	NA	NA	NA	NA	"Potyviridae"	"F"	39729	4	2	4	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"ssRNA viruses"	"ssRNA positive-strand viruses, no DNA stage"	"Potyviridae"	NA	NA	NA	NA	"Potyvirus"	"G"	12195	4	2	4	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"ssRNA viruses"	"ssRNA positive-strand viruses, no DNA stage"	"Potyviridae"	"Potyvirus"	NA	NA	NA	"Onion yellow dwarf virus"	"S"	43130	2	2	1	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"ssRNA viruses"	"ssRNA positive-strand viruses, no DNA stage"	NA	NA	NA	NA	NA	"Tymovirales"	"O"	675063	237	2	2	1	NA	5	NA	13	15	NA	237
"Viruses"	"ssRNA viruses"	"ssRNA positive-strand viruses, no DNA stage"	"Tymovirales"	NA	NA	NA	NA	"Betaflexiviridae"	"F"	675068	237	2	2	1	NA	4	NA	13	15	NA	237
"Viruses"	"ssRNA viruses"	"ssRNA positive-strand viruses, no DNA stage"	"Tymovirales"	"Betaflexiviridae"	NA	NA	NA	"Quinvirinae"	"-"	1914297	237	2	NA	1	NA	4	NA	13	15	NA	237
"Viruses"	"ssRNA viruses"	"ssRNA positive-strand viruses, no DNA stage"	"Tymovirales"	"Betaflexiviridae"	"Quinvirinae"	NA	NA	"Carlavirus"	"G"	12163	237	2	NA	1	NA	4	NA	13	15	NA	237
"Viruses"	"ssRNA viruses"	"ssRNA positive-strand viruses, no DNA stage"	"Tymovirales"	"Betaflexiviridae"	"Quinvirinae"	"Carlavirus"	NA	"Hop latent virus"	"S"	104263	237	1	NA	1	NA	4	NA	1	14	NA	237
"Viruses"	"ssRNA viruses"	"ssRNA positive-strand viruses, no DNA stage"	"Tymovirales"	"Betaflexiviridae"	"Quinvirinae"	"Carlavirus"	NA	"unclassified Carlavirus"	"-"	327375	12	1	NA	NA	NA	NA	NA	12	1	NA	NA
"Viruses"	"ssRNA viruses"	"ssRNA positive-strand viruses, no DNA stage"	"Tymovirales"	"Betaflexiviridae"	"Quinvirinae"	"Carlavirus"	"unclassified Carlavirus"	"Elderberry carlavirus B"	"S"	1569053	12	1	NA	NA	NA	NA	NA	12	1	NA	NA
"Viruses"	"ssRNA viruses"	"ssRNA positive-strand viruses, no DNA stage"	NA	NA	NA	NA	NA	"Luteoviridae"	"F"	119163	5	1	NA	NA	NA	NA	1	NA	5	NA	NA
"Viruses"	"ssRNA viruses"	"ssRNA positive-strand viruses, no DNA stage"	"Luteoviridae"	NA	NA	NA	NA	"Polerovirus"	"G"	119164	5	1	NA	NA	NA	NA	NA	NA	5	NA	NA
"Viruses"	"ssRNA viruses"	"ssRNA positive-strand viruses, no DNA stage"	"Luteoviridae"	"Polerovirus"	NA	NA	NA	"unclassified Polerovirus"	"-"	328429	5	1	NA	NA	NA	NA	NA	NA	5	NA	NA
"Viruses"	"ssRNA viruses"	"ssRNA positive-strand viruses, no DNA stage"	"Luteoviridae"	"Polerovirus"	"unclassified Polerovirus"	NA	NA	"Tobacco virus 2"	"S"	1972995	5	1	NA	NA	NA	NA	NA	NA	5	NA	NA
"Viruses"	"ssRNA viruses"	NA	NA	NA	NA	NA	NA	"ssRNA negative-strand viruses"	"-"	35301	5287	9	5287	12	7	21	626	3	3	1	545
"Viruses"	"ssRNA viruses"	"ssRNA negative-strand viruses"	NA	NA	NA	NA	NA	"Arenaviridae"	"F"	11617	6	5	NA	NA	NA	6	NA	NA	NA	NA	NA
"Viruses"	"ssRNA viruses"	"ssRNA negative-strand viruses"	"Arenaviridae"	NA	NA	NA	NA	"Mammarenavirus"	"G"	1653394	6	5	NA	NA	NA	6	NA	NA	NA	NA	NA
"Viruses"	"ssRNA viruses"	"ssRNA negative-strand viruses"	"Arenaviridae"	"Mammarenavirus"	NA	NA	NA	"Pirital mammarenavirus"	"S"	49891	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"ssRNA viruses"	"ssRNA negative-strand viruses"	NA	NA	NA	NA	NA	"Orthomyxoviridae"	"F"	11308	5274	2	5274	NA	NA	2	NA	NA	1	NA	NA
"Viruses"	"ssRNA viruses"	"ssRNA negative-strand viruses"	"Orthomyxoviridae"	NA	NA	NA	NA	"Thogotovirus"	"G"	35323	5	2	5	NA	NA	2	NA	NA	1	NA	NA
"Viruses"	"ssRNA viruses"	"ssRNA negative-strand viruses"	"Orthomyxoviridae"	"Thogotovirus"	NA	NA	NA	"Thogoto thogotovirus"	"S"	11569	5	2	5	NA	NA	2	NA	NA	1	NA	NA
"Viruses"	"ssRNA viruses"	"ssRNA negative-strand viruses"	NA	NA	NA	NA	NA	"Bunyavirales"	"O"	1980410	625	1	1	NA	6	12	625	2	1	1	544
"Viruses"	"ssRNA viruses"	"ssRNA negative-strand viruses"	"Bunyavirales"	NA	NA	NA	NA	"Tospoviridae"	"F"	1980419	3	1	NA	NA	3	2	NA	2	NA	NA	NA
"Viruses"	"ssRNA viruses"	"ssRNA negative-strand viruses"	"Bunyavirales"	"Tospoviridae"	NA	NA	NA	"Orthotospovirus"	"G"	11611	3	1	NA	NA	3	2	NA	2	NA	NA	NA
"Viruses"	"ssRNA viruses"	"ssRNA negative-strand viruses"	"Bunyavirales"	"Tospoviridae"	"Orthotospovirus"	NA	NA	"unclassified Tospovirus"	"-"	326176	3	1	NA	NA	3	2	NA	2	NA	NA	NA
"Viruses"	"ssRNA viruses"	"ssRNA negative-strand viruses"	"Bunyavirales"	"Tospoviridae"	"Orthotospovirus"	"unclassified Tospovirus"	NA	"Pepper chlorotic spot virus"	"S"	1414655	3	1	NA	NA	3	2	NA	2	NA	NA	NA
"Viruses"	"ssRNA viruses"	"ssRNA negative-strand viruses"	NA	NA	NA	NA	NA	"Mononegavirales"	"O"	11157	12	1	12	12	1	1	NA	1	1	NA	1
"Viruses"	"ssRNA viruses"	"ssRNA negative-strand viruses"	"Mononegavirales"	NA	NA	NA	NA	"Rhabdoviridae"	"F"	11270	12	1	12	1	NA	NA	NA	1	NA	NA	1
"Viruses"	"ssRNA viruses"	"ssRNA negative-strand viruses"	"Mononegavirales"	"Rhabdoviridae"	NA	NA	NA	"Hapavirus"	"G"	1972611	1	1	NA	1	NA	NA	NA	1	NA	NA	1
"Viruses"	"ssRNA viruses"	"ssRNA negative-strand viruses"	"Mononegavirales"	"Rhabdoviridae"	"Hapavirus"	NA	NA	"Joinjakaka hapavirus"	"S"	1972615	1	1	NA	1	NA	NA	NA	NA	NA	NA	1
"Viruses"	NA	NA	NA	NA	NA	NA	NA	"unclassified RNA viruses"	"-"	1922347	278	4	44	3	3	278	47	4	14	NA	1
"Viruses"	"unclassified RNA viruses"	NA	NA	NA	NA	NA	NA	"unclassified RNA viruses ShiM-2016"	"-"	1922348	278	4	44	3	3	278	47	4	14	NA	1
"Viruses"	"unclassified RNA viruses"	"unclassified RNA viruses ShiM-2016"	NA	NA	NA	NA	NA	"Hubei picorna-like virus 47"	"S"	1923128	2	2	NA	NA	NA	NA	NA	2	NA	NA	NA
"Viruses"	"unclassified RNA viruses"	"unclassified RNA viruses ShiM-2016"	NA	NA	NA	NA	NA	"Hubei rhabdo-like virus 3"	"S"	1923187	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	NA	NA	NA	NA	NA	NA	NA	"Ortervirales"	"O"	2169561	822	3	822	3	9	2	1	NA	5	3	1
"Viruses"	"Ortervirales"	NA	NA	NA	NA	NA	NA	"Retroviridae"	"F"	11632	22	2	22	1	1	2	NA	NA	NA	2	1
"Viruses"	"Ortervirales"	"Retroviridae"	NA	NA	NA	NA	NA	"Orthoretrovirinae"	"-"	327045	21	1	21	1	1	NA	NA	NA	NA	2	NA
"Viruses"	"Ortervirales"	"Retroviridae"	"Orthoretrovirinae"	NA	NA	NA	NA	"Lentivirus"	"G"	11646	2	1	NA	1	1	NA	NA	NA	NA	2	NA
"Viruses"	"Ortervirales"	"Retroviridae"	"Orthoretrovirinae"	"Lentivirus"	NA	NA	NA	"Human immunodeficiency virus 1"	"S"	11676	2	1	NA	1	1	NA	NA	NA	NA	2	NA
"Viruses"	"Ortervirales"	"Retroviridae"	NA	NA	NA	NA	NA	"unclassified Retroviridae"	"-"	35276	2	1	1	NA	NA	2	NA	NA	NA	NA	1
"Viruses"	"Ortervirales"	"Retroviridae"	"unclassified Retroviridae"	NA	NA	NA	NA	"Atlantic salmon swim bladder sarcoma virus"	"S"	348296	2	1	1	NA	NA	2	NA	NA	NA	NA	1
"Viruses"	"Ortervirales"	NA	NA	NA	NA	NA	NA	"Caulimoviridae"	"F"	186534	800	1	800	2	8	NA	1	NA	5	1	NA
"Viruses"	"Ortervirales"	"Caulimoviridae"	NA	NA	NA	NA	NA	"Badnavirus"	"G"	10652	8	1	1	2	8	NA	NA	NA	5	1	NA
"Viruses"	"Ortervirales"	"Caulimoviridae"	"Badnavirus"	NA	NA	NA	NA	"Wisteria badnavirus 1"	"S"	1973265	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	NA	NA	NA	NA	NA	NA	NA	"unclassified viruses"	"-"	12429	19	1	7	NA	NA	19	4	3	1	NA	2
"Viruses"	"unclassified viruses"	NA	NA	NA	NA	NA	NA	"Mollivirus sibericum"	"S"	1678078	16	1	3	NA	NA	16	1	1	1	NA	NA
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Hungateiclostridiaceae"	NA	NA	"unclassified Hungateiclostridiaceae"	"-"	2305130	16916	NA	16916	NA	NA	NA	NA	603	NA	NA	NA
"cellular organisms"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Hungateiclostridiaceae"	"unclassified Hungateiclostridiaceae"	NA	"Hungateiclostridiaceae bacterium KB18"	"S"	1834198	16916	NA	16916	NA	NA	NA	NA	603	NA	NA	NA
"cellular organisms"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	NA	"Lactobacillus gallinarum"	"S"	52242	91	NA	29	11	3	32	18	91	69	28	2
"cellular organisms"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"Bacillus cereus group"	"Bacillus bombysepticus"	"S"	658666	3	NA	3	NA	NA	NA	NA	NA	2	NA	2
"cellular organisms"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	"Bacillus sp. MD-5"	"S"	2009331	16	NA	16	8	1	8	NA	NA	NA	NA	NA
"cellular organisms"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	"Bacillus sp. Y-01"	"S"	2052936	54	NA	7	54	14	NA	NA	NA	26	NA	8
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"	"Mycobacterium avium complex (MAC)"	"Mycobacterium paraintracellulare"	"S"	1138383	89	NA	3	1	10	NA	22	21	89	42	8
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"	NA	"Mycobacterium sp. MOTT36Y"	"S"	1168287	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Nocardiaceae"	"Rhodococcus"	NA	"Rhodococcus fascians"	"S"	1828	59	NA	42	2	NA	5	13	27	59	1	1
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Nocardiaceae"	"Rhodococcus"	NA	"Rhodococcus sp. YL-1"	"S"	1045808	66	NA	66	NA	7	NA	9	NA	46	NA	NA
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Nocardiaceae"	"Rhodococcus"	NA	"Rhodococcus biphenylivorans"	"S"	1500843	16	NA	16	NA	NA	NA	NA	NA	NA	NA	NA
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	NA	"Streptomyces alfalfae"	"S"	1642299	777	NA	777	NA	NA	238	NA	NA	90	NA	53
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	NA	"Streptomyces sp. 2114.2"	"S"	1881022	237	NA	102	NA	NA	17	NA	237	NA	9	NA
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Pseudonocardia"	NA	"Pseudonocardia sp. EC080625-04"	"S"	1096868	190	NA	109	NA	NA	NA	58	190	NA	NA	NA
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Actinoalloteichus"	NA	"Actinoalloteichus sp. GBA129-24"	"S"	1612551	90	NA	90	NA	NA	10	1	NA	8	10	1
"cellular organisms"	"Bacteria"	"Cyanobacteria/Melainabacteria group"	"Cyanobacteria"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	NA	"Synechococcus sp. PCC 8807"	"S"	195248	127	NA	127	2	NA	26	NA	NA	NA	NA	NA
"cellular organisms"	"Bacteria"	"Cyanobacteria/Melainabacteria group"	"Cyanobacteria"	"Oscillatoriophycideae"	"Oscillatoriales"	"Cyanothecaceae"	"Cyanothece"	"Cyanothece sp. PCC 8801"	"S"	41431	351	NA	72	4	84	54	83	351	91	8	NA
"cellular organisms"	"Bacteria"	"Cyanobacteria/Melainabacteria group"	"Cyanobacteria"	"Oscillatoriophycideae"	"Oscillatoriales"	"Microcoleaceae"	"Arthrospira"	"Arthrospira sp. PCC 8005"	"S"	376219	41	NA	41	12	NA	NA	NA	NA	6	NA	NA
"cellular organisms"	"Bacteria"	"Tenericutes"	"Mollicutes"	"Mycoplasmatales"	"Mycoplasmataceae"	"Mycoplasma"	NA	"Mycoplasma arthritidis"	"S"	2111	455	NA	88	1	NA	7	NA	NA	57	1	455
"cellular organisms"	"Bacteria"	"Tenericutes"	"Mollicutes"	"Mycoplasmatales"	"Mycoplasmataceae"	"Mycoplasma"	NA	"Mycoplasma ovis"	"S"	171632	2	NA	1	1	NA	1	NA	2	1	NA	NA
"cellular organisms"	"Bacteria"	"Tenericutes"	"Mollicutes"	"Entomoplasmatales"	"Spiroplasmataceae"	"Spiroplasma"	NA	"Spiroplasma kunkelii"	"S"	47834	11	NA	11	NA	NA	5	3	NA	NA	NA	NA
"cellular organisms"	"Bacteria"	"Chloroflexi"	"Dehalococcoidia"	"Dehalococcoidales"	"Dehalococcoidaceae"	"Dehalococcoides"	NA	"Dehalococcoides sp. UCH007"	"S"	1522671	4	NA	4	NA	2	NA	NA	2	NA	NA	1
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Enterobacter"	"Enterobacter cloacae complex"	"Enterobacter kobei"	"S"	208224	89	NA	14	89	7	13	67	4	22	6	11
